10:48:14.316 | decode | pos=38 | anchorsTried=160/220 | placed=38 | elapsedMs=6978
10:48:14.364 | decode | pos=39 | anchorsTried=80/220 | placed=39 | elapsedMs=7026
10:48:14.408 | decode | pos=39 | anchorsTried=160/220 | placed=39 | elapsedMs=7070
10:48:14.452 | decode | progress | pos=40/122 | placed=40 | elapsedMs=7114
10:48:14.494 | decode | pos=40 | anchorsTried=80/220 | placed=40 | elapsedMs=7156
10:48:14.525 | decode | pos=40 | anchorsTried=160/220 | placed=40 | elapsedMs=7187
10:48:14.550 | decode | pos=41 | anchorsTried=80/220 | placed=41 | elapsedMs=7212
10:48:14.563 | decode | pos=41 | anchorsTried=160/220 | placed=41 | elapsedMs=7225
10:48:14.618 | decode | pos=42 | anchorsTried=80/220 | placed=42 | elapsedMs=7280
10:48:14.643 | decode | pos=42 | anchorsTried=160/220 | placed=42 | elapsedMs=7305
10:48:14.679 | decode | pos=43 | anchorsTried=80/220 | placed=43 | elapsedMs=7341
10:48:14.690 | decode | pos=43 | anchorsTried=160/220 | placed=43 | elapsedMs=7352
10:48:14.704 | decode | pos=44 | anchorsTried=80/220 | placed=44 | elapsedMs=7366
10:48:14.707 | decode | pos=44 | anchorsTried=160/220 | placed=44 | elapsedMs=7369
10:48:14.723 | decode | progress | pos=45/122 | placed=45 | elapsedMs=7385
10:48:14.736 | decode | pos=45 | anchorsTried=80/220 | placed=45 | elapsedMs=7398
10:48:14.760 | decode | pos=45 | anchorsTried=160/220 | placed=45 | elapsedMs=7422
10:48:14.793 | decode | pos=46 | anchorsTried=80/220 | placed=46 | elapsedMs=7455
10:48:14.814 | decode | pos=46 | anchorsTried=160/220 | placed=46 | elapsedMs=7476
10:48:14.859 | decode | pos=47 | anchorsTried=80/220 | placed=47 | elapsedMs=7521
10:48:14.877 | decode | pos=47 | anchorsTried=160/220 | placed=47 | elapsedMs=7539
10:48:14.923 | decode | pos=48 | anchorsTried=80/220 | placed=48 | elapsedMs=7585
10:48:14.942 | decode | pos=48 | anchorsTried=160/220 | placed=48 | elapsedMs=7604
10:48:14.968 | decode | pos=49 | anchorsTried=80/220 | placed=49 | elapsedMs=7630
10:48:14.987 | decode | pos=49 | anchorsTried=160/220 | placed=49 | elapsedMs=7649
10:48:15.005 | decode | progress | pos=50/122 | placed=50 | elapsedMs=7667
10:48:15.012 | decode | pos=50 | anchorsTried=80/220 | placed=50 | elapsedMs=7674
10:48:15.032 | decode | pos=50 | anchorsTried=160/220 | placed=50 | elapsedMs=7694
10:48:15.073 | decode | pos=51 | anchorsTried=80/220 | placed=51 | elapsedMs=7735
10:48:15.092 | decode | pos=51 | anchorsTried=160/220 | placed=51 | elapsedMs=7754
10:48:15.115 | decode | pos=52 | anchorsTried=80/220 | placed=52 | elapsedMs=7777
10:48:15.140 | decode | pos=52 | anchorsTried=160/220 | placed=52 | elapsedMs=7802
10:48:15.162 | decode | pos=53 | anchorsTried=80/220 | placed=53 | elapsedMs=7824
10:48:15.171 | decode | pos=53 | anchorsTried=160/220 | placed=53 | elapsedMs=7833
10:48:15.189 | decode | pos=54 | anchorsTried=80/220 | placed=54 | elapsedMs=7851
10:48:15.208 | decode | pos=54 | anchorsTried=160/220 | placed=54 | elapsedMs=7870
10:48:15.215 | decode | progress | pos=55/122 | placed=55 | elapsedMs=7877
10:48:15.240 | decode | pos=55 | anchorsTried=80/220 | placed=55 | elapsedMs=7902
10:48:15.267 | decode | pos=55 | anchorsTried=160/220 | placed=55 | elapsedMs=7929
10:48:15.303 | decode | pos=56 | anchorsTried=80/220 | placed=56 | elapsedMs=7965
10:48:15.324 | decode | pos=56 | anchorsTried=160/220 | placed=56 | elapsedMs=7986
10:48:15.344 | decode | pos=57 | anchorsTried=80/220 | placed=57 | elapsedMs=8006
10:48:15.354 | decode | pos=57 | anchorsTried=160/220 | placed=57 | elapsedMs=8016
10:48:15.375 | decode | pos=58 | anchorsTried=80/220 | placed=58 | elapsedMs=8037
10:48:15.387 | decode | pos=58 | anchorsTried=160/220 | placed=58 | elapsedMs=8049
10:48:15.403 | decode | pos=59 | anchorsTried=80/220 | placed=59 | elapsedMs=8065
10:48:15.422 | decode | pos=59 | anchorsTried=160/220 | placed=59 | elapsedMs=8084
10:48:15.432 | decode | progress | pos=60/122 | placed=60 | elapsedMs=8094
10:48:15.446 | decode | pos=60 | anchorsTried=80/220 | placed=60 | elapsedMs=8108
10:48:15.453 | decode | pos=60 | anchorsTried=160/220 | placed=60 | elapsedMs=8115
10:48:15.494 | decode | pos=61 | anchorsTried=80/220 | placed=61 | elapsedMs=8156
10:48:15.502 | decode | pos=61 | anchorsTried=160/220 | placed=61 | elapsedMs=8164
10:48:15.509 | decode | pos=62 | anchorsTried=80/220 | placed=62 | elapsedMs=8171
10:48:15.527 | decode | pos=62 | anchorsTried=160/220 | placed=62 | elapsedMs=8189
10:48:15.543 | decode | pos=63 | anchorsTried=80/220 | placed=63 | elapsedMs=8205
10:48:15.551 | decode | pos=63 | anchorsTried=160/220 | placed=63 | elapsedMs=8213
10:48:15.570 | decode | pos=64 | anchorsTried=80/220 | placed=64 | elapsedMs=8232
10:48:15.579 | decode | pos=64 | anchorsTried=160/220 | placed=64 | elapsedMs=8241
10:48:15.589 | decode | progress | pos=65/122 | placed=65 | elapsedMs=8251
10:48:15.599 | decode | pos=65 | anchorsTried=80/220 | placed=65 | elapsedMs=8261
10:48:15.614 | decode | pos=65 | anchorsTried=160/220 | placed=65 | elapsedMs=8276
10:48:15.656 | decode | pos=66 | anchorsTried=80/220 | placed=66 | elapsedMs=8318
10:48:15.666 | decode | pos=66 | anchorsTried=160/220 | placed=66 | elapsedMs=8328
10:48:15.693 | decode | pos=67 | anchorsTried=80/220 | placed=67 | elapsedMs=8355
10:48:15.702 | decode | pos=67 | anchorsTried=160/220 | placed=67 | elapsedMs=8364
10:48:15.717 | decode | pos=68 | anchorsTried=80/220 | placed=68 | elapsedMs=8379
10:48:15.739 | decode | pos=68 | anchorsTried=160/220 | placed=68 | elapsedMs=8401
10:48:15.753 | decode | pos=69 | anchorsTried=80/220 | placed=69 | elapsedMs=8415
10:48:15.768 | decode | pos=69 | anchorsTried=160/220 | placed=69 | elapsedMs=8430
10:48:15.784 | decode | progress | pos=70/122 | placed=70 | elapsedMs=8446
10:48:15.798 | decode | pos=70 | anchorsTried=80/220 | placed=70 | elapsedMs=8460
10:48:15.807 | decode | pos=70 | anchorsTried=160/220 | placed=70 | elapsedMs=8469
10:48:15.839 | decode | pos=71 | anchorsTried=80/220 | placed=71 | elapsedMs=8501
10:48:15.844 | decode | pos=71 | anchorsTried=160/220 | placed=71 | elapsedMs=8506
10:48:15.854 | decode | pos=72 | anchorsTried=80/220 | placed=72 | elapsedMs=8516
10:48:15.867 | decode | pos=72 | anchorsTried=160/220 | placed=72 | elapsedMs=8529
10:48:15.883 | decode | pos=73 | anchorsTried=80/220 | placed=73 | elapsedMs=8545
10:48:15.894 | decode | pos=73 | anchorsTried=160/220 | placed=73 | elapsedMs=8556
10:48:15.908 | decode | pos=74 | anchorsTried=80/220 | placed=74 | elapsedMs=8570
10:48:15.915 | decode | pos=74 | anchorsTried=160/220 | placed=74 | elapsedMs=8577
10:48:15.918 | decode | progress | pos=75/122 | placed=75 | elapsedMs=8580
10:48:15.921 | decode | pos=75 | anchorsTried=80/220 | placed=75 | elapsedMs=8583
10:48:15.933 | decode | pos=75 | anchorsTried=160/220 | placed=75 | elapsedMs=8595
10:48:15.960 | decode | pos=76 | anchorsTried=80/220 | placed=76 | elapsedMs=8622
10:48:15.967 | decode | pos=76 | anchorsTried=160/220 | placed=76 | elapsedMs=8629
